PlayerID,TimeStamp,datenum of Timestamp,Low Activity ,Medium Activity,High Activity,percent{( Med+High)/sum}
'040077973','2018-08-17 21:10:00',737289.88194444,140,16,0,1.025641025641
'040077973','2018-08-17 21:15:00',737289.88541667,116,19,0,1.4074074074074
'040077973','2018-08-17 21:30:00',737289.89583333,99,25,5,2.3255813953488
'040078087','2018-08-17 20:10:00',737289.84027778,124,22,6,1.8421052631579
'040078087','2018-08-17 20:35:00',737289.85763889,122,15,1,1.1594202898551
'040078087','2018-08-17 20:50:00',737289.86805556,133,22,0,1.4193548387097
'040079459','2018-08-17 20:40:00',737289.86111111,137,16,0,1.0457516339869
'040079459','2018-08-17 20:55:00',737289.87152778,135,15,2,1.1184210526316
'040079459','2018-08-17 21:50:00',737289.90972222,123,12,5,1.2142857142857
'040078087','2018-08-17 20:55:00',737289.87152778,128,22,3,1.6339869281046
'040078087','2018-08-17 21:00:00',737289.875,121,28,3,2.0394736842105
'040078087','2018-08-17 21:05:00',737289.87847222,124,28,0,1.8421052631579
'040078095','2018-08-17 22:40:00',737289.94444444,101,50,2,3.3986928104575
'040078095','2018-08-17 22:45:00',737289.94791667,123,30,1,2.012987012987
'040078095','2018-08-17 22:50:00',737289.95138889,91,63,2,4.1666666666667
'040079459','2018-08-17 21:55:00',737289.91319444,128,16,0,1.1111111111111
'040079459','2018-08-17 22:30:00',737289.9375,120,31,1,2.1052631578947
'040079459','2018-08-17 22:35:00',737289.94097222,102,48,2,3.2894736842105
'040078087','2018-08-17 21:15:00',737289.88541667,130,22,0,1.4473684210526
'040078087','2018-08-17 21:20:00',737289.88888889,116,31,6,2.4183006535948
'040078087','2018-08-17 21:25:00',737289.89236111,115,32,6,2.4836601307189
'040078065','2018-08-17 11:50:00',737289.49305556,114,21,13,2.2972972972973
'040078065','2018-08-17 20:35:00',737289.85763889,106,46,2,3.1168831168831
'040078065','2018-08-17 20:40:00',737289.86111111,114,37,1,2.5
'040078065','2018-08-17 20:45:00',737289.86458333,60,72,20,6.0526315789474
'040078065','2018-08-17 20:50:00',737289.86805556,60,70,24,6.1038961038961
'040078065','2018-08-17 20:55:00',737289.87152778,66,72,15,5.6862745098039
'040078065','2018-08-17 21:00:00',737289.875,48,72,33,6.8627450980392
'040078065','2018-08-17 21:05:00',737289.87847222,74,60,23,5.2866242038217
'040078065','2018-08-17 21:10:00',737289.88194444,79,42,31,4.8026315789474
'040078043','2018-08-17 23:05:00',737289.96180556,66,83,4,5.6862745098039
'040078043','2018-08-17 23:10:00',737289.96527778,77,69,8,5
'040078043','2018-08-17 23:15:00',737289.96875,76,78,1,5.0967741935484
'040078051','2018-08-17 23:30:00',737289.97916667,11,20,8,7.1794871794872
'040078051','2018-08-17 23:35:00',737289.98263889,55,77,19,6.3576158940397
'040078051','2018-08-17 23:40:00',737289.98611111,57,61,25,6.013986013986
'040078043','2018-08-17 23:30:00',737289.97916667,13,20,6,6.6666666666667
'040078043','2018-08-17 23:35:00',737289.98263889,61,59,11,5.3435114503817
'040078043','2018-08-17 23:40:00',737289.98611111,84,61,2,4.2857142857143
'040078079','2018-08-17 23:30:00',737289.97916667,26,35,5,6.0606060606061
'040078079','2018-08-17 23:35:00',737289.98263889,42,80,28,7.2
'040078079','2018-08-17 23:40:00',737289.98611111,60,72,18,6
'040077950','2018-08-17 23:35:00',737289.98263889,65,38,2,3.8095238095238
'040077950','2018-08-17 23:40:00',737289.98611111,90,57,4,4.0397350993377
'040077950','2018-08-17 23:45:00',737289.98958333,100,45,4,3.2885906040268
'040078095','2018-08-17 23:35:00',737289.98263889,105,46,2,3.1372549019608
'040078095','2018-08-17 23:40:00',737289.98611111,85,49,3,3.7956204379562
'040078095','2018-08-17 23:45:00',737289.98958333,81,54,16,4.635761589404
'040078045','2018-08-17 23:35:00',737289.98263889,28,41,45,7.5438596491228
'040078045','2018-08-17 23:40:00',737289.98611111,10,29,111,9.3333333333333
'040078045','2018-08-17 23:45:00',737289.98958333,14,70,65,9.0604026845638
'040077962','2018-08-17 23:35:00',737289.98263889,100,31,0,2.3664122137405
'040077962','2018-08-17 23:40:00',737289.98611111,117,33,0,2.2
'040077962','2018-08-17 23:45:00',737289.98958333,88,62,4,4.2857142857143
'040078087','2018-08-17 23:35:00',737289.98263889,68,40,27,4.962962962963
'040078087','2018-08-17 23:40:00',737289.98611111,19,69,63,8.7417218543046
'040078087','2018-08-17 23:45:00',737289.98958333,24,71,55,8.4
'040077960','2018-08-17 23:35:00',737289.98263889,51,59,0,5.3636363636364
'040077960','2018-08-17 23:40:00',737289.98611111,61,48,0,4.4036697247706
'040077960','2018-08-17 23:45:00',737289.98958333,92,55,0,3.7414965986395
'040079460','2018-08-17 23:35:00',737289.98263889,89,55,3,3.9455782312925
'040079460','2018-08-17 23:40:00',737289.98611111,98,41,0,2.9496402877698
'040079460','2018-08-17 23:45:00',737289.98958333,93,44,0,3.2116788321168
'040078040','2018-08-17 23:35:00',737289.98263889,95,46,9,3.6666666666667
'040078040','2018-08-17 23:40:00',737289.98611111,89,43,18,4.0666666666667
'040078040','2018-08-17 23:45:00',737289.98958333,88,60,3,4.1721854304636
'040077949','2018-08-17 23:35:00',737289.98263889,119,31,0,2.0666666666667
'040077949','2018-08-17 23:40:00',737289.98611111,58,74,4,5.7352941176471
'040077949','2018-08-17 23:45:00',737289.98958333,112,23,3,1.8840579710145
'040078048','2018-08-17 23:30:00',737289.97916667,40,15,1,2.8571428571429
'040078048','2018-08-17 23:35:00',737289.98263889,79,60,12,4.7682119205298
'040078048','2018-08-17 23:40:00',737289.98611111,80,61,4,4.4827586206897
'040078046','2018-08-17 23:35:00',737289.98263889,28,77,43,8.1081081081081
'040078046','2018-08-17 23:40:00',737289.98611111,35,75,40,7.6666666666667
'040078046','2018-08-17 23:45:00',737289.98958333,54,69,27,6.4
'040077973','2018-08-17 23:35:00',737289.98263889,58,71,10,5.8273381294964
'040077973','2018-08-17 23:40:00',737289.98611111,88,48,4,3.7142857142857
'040077973','2018-08-17 23:45:00',737289.98958333,110,37,2,2.6174496644295
'040078087','2018-08-18 00:50:00',737290.03472222,73,41,31,4.9655172413793
'040078087','2018-08-18 01:00:00',737290.04166667,75,51,24,5
'040078087','2018-08-18 01:05:00',737290.04513889,16,84,50,8.9333333333333
'040081036','2018-08-18 00:50:00',737290.03472222,118,19,0,1.3868613138686
'040081036','2018-08-18 01:00:00',737290.04166667,111,39,0,2.6
'040081036','2018-08-18 01:05:00',737290.04513889,88,56,6,4.1333333333333
'040078077','2018-08-18 00:50:00',737290.03472222,76,58,11,4.7586206896552
'040078077','2018-08-18 01:00:00',737290.04166667,79,65,5,4.6979865771812
'040078077','2018-08-18 01:05:00',737290.04513889,80,61,9,4.6666666666667
'040078084','2018-08-18 01:00:00',737290.04166667,37,64,30,7.175572519084
'040078084','2018-08-18 01:05:00',737290.04513889,8,40,102,9.4666666666667
'040078084','2018-08-18 01:10:00',737290.04861111,19,48,83,8.7333333333333
'040077945','2018-08-18 01:00:00',737290.04166667,47,63,25,6.5185185185185
'040077945','2018-08-18 01:05:00',737290.04513889,29,75,46,8.0666666666667
'040077945','2018-08-18 01:10:00',737290.04861111,45,63,42,7
'040078052','2018-08-18 01:00:00',737290.04166667,84,50,1,3.7777777777778
'040078052','2018-08-18 01:05:00',737290.04513889,63,82,5,5.8
'040078052','2018-08-18 01:10:00',737290.04861111,79,61,10,4.7333333333333
'040077949','2018-08-18 01:00:00',737290.04166667,114,22,5,1.9148936170213
'040077949','2018-08-18 01:05:00',737290.04513889,111,37,2,2.6
'040077949','2018-08-18 01:10:00',737290.04861111,86,64,2,4.3421052631579
'040078079','2018-08-18 01:00:00',737290.04166667,79,55,10,4.5138888888889
'040078079','2018-08-18 01:05:00',737290.04513889,45,60,45,7
'040078079','2018-08-18 01:10:00',737290.04861111,36,78,36,7.6
'040078058','2018-08-18 01:00:00',737290.04166667,84,49,10,4.1258741258741
'040078058','2018-08-18 01:05:00',737290.04513889,44,79,28,7.0860927152318
'040078058','2018-08-18 01:10:00',737290.04861111,48,71,31,6.8
'040078044','2018-08-18 01:00:00',737290.04166667,63,69,7,5.4676258992806
'040078044','2018-08-18 01:05:00',737290.04513889,54,80,16,6.4
'040078044','2018-08-18 01:10:00',737290.04861111,71,72,8,5.2980132450331
'040078060','2018-08-18 01:00:00',737290.04166667,160,31,5,1.8367346938775
'040078060','2018-08-18 01:05:00',737290.04513889,66,73,11,5.6
'040078060','2018-08-18 01:10:00',737290.04861111,73,65,13,5.1655629139073
'040056210','2018-08-18 01:00:00',737290.04166667,118,32,0,2.1333333333333
'040056210','2018-08-18 01:05:00',737290.04513889,85,58,8,4.3708609271523
'040056210','2018-08-18 01:10:00',737290.04861111,107,44,0,2.9139072847682
'040078047','2018-08-18 01:00:00',737290.04166667,118,32,0,2.1333333333333
'040078047','2018-08-18 01:05:00',737290.04513889,63,68,18,5.7718120805369
'040078047','2018-08-18 01:10:00',737290.04861111,85,61,7,4.4444444444444
'040078043','2018-08-18 01:00:00',737290.04166667,60,64,16,5.7142857142857
'040078043','2018-08-18 01:05:00',737290.04513889,38,97,14,7.4496644295302
'040078043','2018-08-18 01:10:00',737290.04861111,62,87,1,5.8666666666667
'040077962','2018-08-18 00:50:00',737290.03472222,106,19,5,1.8461538461539
'040077962','2018-08-18 01:00:00',737290.04166667,111,39,0,2.6
'040077962','2018-08-18 01:05:00',737290.04513889,58,88,3,6.1073825503356
'040077935','2018-08-18 01:05:00',737290.04513889,86,46,6,3.768115942029
'040077935','2018-08-18 01:10:00',737290.04861111,74,73,5,5.1315789473684
'040077935','2018-08-18 01:15:00',737290.05208333,69,75,6,5.4
'040056208','2018-08-18 01:05:00',737290.04513889,119,17,0,1.25
'040056208','2018-08-18 01:10:00',737290.04861111,132,21,0,1.3725490196078
'040056208','2018-08-18 01:15:00',737290.05208333,122,28,0,1.8666666666667
'040078051','2018-08-18 01:05:00',737290.04513889,52,70,22,6.3888888888889
'040078051','2018-08-18 01:10:00',737290.04861111,53,80,17,6.4666666666667
'040078036','2018-08-17 22:50:00',737289.95138889,42,89,21,7.2368421052632
'040078036','2018-08-17 22:55:00',737289.95486111,40,97,16,7.3856209150327
'040078036','2018-08-17 23:00:00',737289.95833333,59,84,12,6.1935483870968
'040077970','2018-08-17 23:35:00',737289.98263889,68,77,4,5.4362416107383
'040077970','2018-08-17 23:40:00',737289.98611111,82,69,0,4.5695364238411
'040077970','2018-08-17 23:45:00',737289.98958333,77,56,17,4.8666666666667
'040078036','2018-08-17 23:05:00',737289.96180556,37,105,10,7.5657894736842
'040078036','2018-08-17 23:10:00',737289.96527778,72,75,6,5.2941176470588
'040078036','2018-08-17 23:20:00',737289.97222222,80,59,13,4.7368421052632
'040077974','2018-08-17 23:35:00',737289.98263889,46,61,9,6.0344827586207
'040077974','2018-08-17 23:40:00',737289.98611111,46,84,23,6.9934640522876
'040077974','2018-08-17 23:45:00',737289.98958333,62,63,15,5.5714285714286
'040078036','2018-08-17 23:35:00',737289.98263889,39,62,33,7.089552238806
'040078036','2018-08-17 23:40:00',737289.98611111,35,87,26,7.6351351351351
'040078036','2018-08-17 23:45:00',737289.98958333,30,96,24,8
'040081036','2018-08-17 23:35:00',737289.98263889,94,31,0,2.48
'040081036','2018-08-17 23:40:00',737289.98611111,65,88,0,5.7516339869281
'040081036','2018-08-17 23:45:00',737289.98958333,106,36,0,2.5352112676056
'040077935','2018-08-17 23:40:00',737289.98611111,68,51,5,4.5161290322581
'040077935','2018-08-17 23:45:00',737289.98958333,100,46,4,3.3333333333333
'040077935','2018-08-17 23:50:00',737289.99305556,77,55,18,4.8666666666667
'040078060','2018-08-17 23:40:00',737289.98611111,101,50,0,3.3112582781457
'040078060','2018-08-17 23:45:00',737289.98958333,82,55,7,4.3055555555556
'040078060','2018-08-17 23:50:00',737289.99305556,66,84,1,5.6291390728477
'040078071','2018-08-17 23:40:00',737289.98611111,80,42,4,3.6507936507936
'040078071','2018-08-17 23:45:00',737289.98958333,117,34,0,2.2516556291391
'040078071','2018-08-17 23:50:00',737289.99305556,59,79,12,6.0666666666667
'040056330','2018-08-17 23:40:00',737289.98611111,104,24,5,2.1804511278196
'040056330','2018-08-17 23:45:00',737289.98958333,128,16,1,1.1724137931034
'040056330','2018-08-17 23:50:00',737289.99305556,69,59,0,4.609375
'040056208','2018-08-17 23:40:00',737289.98611111,119,27,0,1.8493150684932
'040056208','2018-08-17 23:45:00',737289.98958333,113,27,12,2.5657894736842
'040056208','2018-08-17 23:50:00',737289.99305556,73,47,4,4.1129032258065
'040056210','2018-08-17 23:40:00',737289.98611111,120,32,0,2.1052631578947
'040056210','2018-08-17 23:45:00',737289.98958333,114,24,0,1.7391304347826
'040056210','2018-08-17 23:50:00',737289.99305556,115,35,0,2.3333333333333
'040078084','2018-08-17 23:40:00',737289.98611111,37,51,37,7.04
'040078084','2018-08-17 23:45:00',737289.98958333,79,35,37,4.7682119205298
'040078084','2018-08-17 23:50:00',737289.99305556,20,64,65,8.6577181208054
'040078051','2018-08-17 23:45:00',737289.98958333,75,40,9,3.9516129032258
'040078051','2018-08-17 23:50:00',737289.99305556,90,54,6,4
'040078051','2018-08-17 23:55:00',737289.99652778,73,63,14,5.1333333333333
'040078043','2018-08-17 23:45:00',737289.98958333,43,74,9,6.5873015873016
'040078043','2018-08-17 23:50:00',737289.99305556,67,71,3,5.2482269503546
'040078043','2018-08-17 23:55:00',737289.99652778,78,61,13,4.8684210526316
'040079460','2018-08-18 01:10:00',737290.04861111,106,34,4,2.6388888888889
'040079460','2018-08-18 01:15:00',737290.05208333,130,21,0,1.3907284768212
'040079460','2018-08-18 01:20:00',737290.05555556,88,63,0,4.1721854304636
'040077973','2018-08-18 01:10:00',737290.04861111,68,63,3,4.9253731343284
'040077973','2018-08-18 01:15:00',737290.05208333,92,53,4,3.8255033557047
'040077973','2018-08-18 01:20:00',737290.05555556,114,35,2,2.4503311258278
'040081036','2018-08-18 01:10:00',737290.04861111,46,77,9,6.5151515151515
'040081036','2018-08-18 01:15:00',737290.05208333,56,69,7,5.7575757575758
'040081036','2018-08-18 01:20:00',737290.05555556,100,50,0,3.3333333333333
'040078036','2018-08-18 01:10:00',737290.04861111,31,85,24,7.7857142857143
'040078036','2018-08-18 01:15:00',737290.05208333,48,57,44,6.7785234899329
'040078036','2018-08-18 01:20:00',737290.05555556,29,86,36,8.0794701986755
'040079459','2018-08-18 01:10:00',737290.04861111,95,33,0,2.578125
'040079459','2018-08-18 01:15:00',737290.05208333,101,45,4,3.2666666666667
'040079459','2018-08-18 01:20:00',737290.05555556,94,55,3,3.8157894736842
'040077945','2018-08-18 01:15:00',737290.05208333,32,52,44,7.5
'040077945','2018-08-18 01:20:00',737290.05555556,46,82,21,6.9127516778524
'040077945','2018-08-18 01:25:00',737290.05902778,53,84,14,6.4900662251656
'040078084','2018-08-18 01:15:00',737290.05208333,3,43,97,9.7902097902098
'040078084','2018-08-18 01:20:00',737290.05555556,54,62,33,6.3758389261745
'040078084','2018-08-18 01:25:00',737290.05902778,85,64,2,4.3708609271523
'040078044','2018-08-18 01:15:00',737290.05208333,88,40,7,3.4814814814815
'040078044','2018-08-18 01:20:00',737290.05555556,67,69,14,5.5333333333333
'040078044','2018-08-18 01:25:00',737290.05902778,117,28,5,2.2
'040078079','2018-08-18 01:15:00',737290.05208333,42,83,19,7.0833333333333
'040078079','2018-08-18 01:20:00',737290.05555556,54,82,14,6.4
'040078079','2018-08-18 01:25:00',737290.05902778,76,63,13,5
'040078043','2018-08-18 01:15:00',737290.05208333,59,67,20,5.958904109589
'040078043','2018-08-18 01:20:00',737290.05555556,57,80,13,6.2
'040078043','2018-08-18 01:25:00',737290.05902778,63,84,5,5.8552631578947
'040077949','2018-08-18 01:15:00',737290.05208333,75,64,5,4.7916666666667
'040077949','2018-08-18 01:20:00',737290.05555556,83,67,0,4.4666666666667
'040077949','2018-08-18 01:25:00',737290.05902778,111,37,2,2.6
'040056210','2018-08-18 01:15:00',737290.05208333,94,46,2,3.3802816901408
'040056210','2018-08-18 01:20:00',737290.05555556,97,55,1,3.6601307189543
'040056210','2018-08-18 01:25:00',737290.05902778,116,30,4,2.2666666666667
'040078047','2018-08-18 01:15:00',737290.05208333,108,37,0,2.551724137931
'040078047','2018-08-18 01:20:00',737290.05555556,97,53,1,3.5761589403974
'040078047','2018-08-18 01:25:00',737290.05902778,76,59,12,4.8299319727891
'040078052','2018-08-18 01:15:00',737290.05208333,70,68,1,4.9640287769784
'040078052','2018-08-18 01:20:00',737290.05555556,69,71,10,5.4
'040078052','2018-08-18 01:25:00',737290.05902778,69,74,7,5.4
'040078060','2018-08-18 01:15:00',737290.05208333,67,59,5,4.8854961832061
'040078060','2018-08-18 01:20:00',737290.05555556,87,51,5,3.9160839160839
'040078060','2018-08-18 01:25:00',737290.05902778,113,34,4,2.5165562913907
'040078058','2018-08-18 01:15:00',737290.05208333,49,75,20,6.5972222222222
'040078058','2018-08-18 01:20:00',737290.05555556,35,63,52,7.6666666666667
'040078058','2018-08-18 01:25:00',737290.05902778,27,66,57,8.2
'040077974','2018-08-18 01:20:00',737290.05555556,36,78,18,7.2727272727273
'040077974','2018-08-18 01:25:00',737290.05902778,40,81,31,7.3684210526316
'040078077','2018-08-17 23:50:00',737289.99305556,85,42,4,3.5114503816794
'040078077','2018-08-17 23:55:00',737289.99652778,57,82,11,6.2
'040078077','2018-08-18 00:00:00',737290,75,69,6,5
'040078046','2018-08-17 23:50:00',737289.99305556,17,82,45,8.8194444444444
'040078046','2018-08-17 23:55:00',737289.99652778,35,95,20,7.6666666666667
'040078046','2018-08-18 00:00:00',737290,21,82,46,8.5906040268456
'040078047','2018-08-17 23:50:00',737289.99305556,104,16,0,1.3333333333333
'040078047','2018-08-17 23:55:00',737289.99652778,113,35,0,2.3648648648649
'040078047','2018-08-18 00:00:00',737290,115,31,2,2.2297297297297
'040078036','2018-08-17 23:50:00',737289.99305556,37,54,18,6.605504587156
'040078036','2018-08-17 23:55:00',737289.99652778,43,89,18,7.1333333333333
'040078036','2018-08-18 00:00:00',737290,68,58,25,5.4966887417218
'040078087','2018-08-17 23:50:00',737289.99305556,27,60,51,8.0434782608696
'040078087','2018-08-17 23:55:00',737289.99652778,69,67,14,5.4
'040078087','2018-08-18 00:00:00',737290,72,55,23,5.2
'040078078','2018-08-17 23:50:00',737289.99305556,22,52,57,8.3206106870229
'040078078','2018-08-17 23:55:00',737289.99652778,25,65,60,8.3333333333333
'040078078','2018-08-18 00:00:00',737290,30,51,69,8
'040056207','2018-08-17 23:50:00',737289.99305556,85,51,0,3.75
'040056207','2018-08-17 23:55:00',737289.99652778,115,35,0,2.3333333333333
'040056207','2018-08-18 00:00:00',737290,85,56,9,4.3333333333333
'040077962','2018-08-17 23:50:00',737289.99305556,77,57,0,4.2537313432836
'040077962','2018-08-17 23:55:00',737289.99652778,99,50,2,3.4437086092715
'040077962','2018-08-18 00:00:00',737290,111,39,0,2.6
'040078095','2018-08-17 23:50:00',737289.99305556,104,32,0,2.3529411764706
'040078095','2018-08-17 23:55:00',737289.99652778,80,56,14,4.6666666666667
'040078095','2018-08-18 00:00:00',737290,134,17,0,1.1258278145695
'040078045','2018-08-17 23:50:00',737289.99305556,30,77,33,7.8571428571429
'040078045','2018-08-17 23:55:00',737289.99652778,22,78,50,8.5333333333333
'040078045','2018-08-18 00:00:00',737290,11,83,56,9.2666666666667
'040077970','2018-08-17 23:50:00',737289.99305556,56,72,6,5.8208955223881
'040077970','2018-08-17 23:55:00',737289.99652778,29,84,37,8.0666666666667
'040077970','2018-08-18 00:00:00',737290,72,56,22,5.2
'040078044','2018-08-17 23:50:00',737289.99305556,50,73,16,6.4028776978417
'040078044','2018-08-17 23:55:00',737289.99652778,109,36,5,2.7333333333333
'040078044','2018-08-18 00:00:00',737290,91,49,10,3.9333333333333
'040081036','2018-08-17 23:50:00',737289.99305556,82,50,2,3.8805970149254
'040081036','2018-08-17 23:55:00',737289.99652778,97,52,0,3.489932885906
'040081036','2018-08-18 00:00:00',737290,131,17,1,1.2080536912752
'040077949','2018-08-17 23:50:00',737289.99305556,101,41,0,2.887323943662
'040077949','2018-08-17 23:55:00',737289.99652778,87,37,5,3.2558139534884
'040077949','2018-08-18 00:05:00',737290.00347222,94,40,7,3.3333333333333
'040079459','2018-08-17 23:50:00',737289.99305556,118,19,0,1.3868613138686
'040079459','2018-08-17 23:55:00',737289.99652778,116,35,0,2.317880794702
'040079459','2018-08-18 00:00:00',737290,79,66,6,4.7682119205298
'040082100','2018-08-17 23:55:00',737289.99652778,126,25,0,1.6556291390728
'040082100','2018-08-18 00:00:00',737290,93,48,8,3.758389261745
'040082100','2018-08-18 00:05:00',737290.00347222,96,51,0,3.469387755102
'040078084','2018-08-17 23:55:00',737289.99652778,11,41,74,9.1269841269841
'040078084','2018-08-18 00:00:00',737290,12,75,63,9.2
'040078084','2018-08-18 00:05:00',737290.00347222,47,46,44,6.5693430656934
'040077960','2018-08-17 23:50:00',737289.99305556,59,65,2,5.3174603174603
'040077960','2018-08-17 23:55:00',737289.99652778,97,30,0,2.3622047244094
'040077960','2018-08-18 00:05:00',737290.00347222,125,16,0,1.1347517730496
'040078060','2018-08-17 23:55:00',737289.99652778,80,51,11,4.3661971830986
'040078060','2018-08-18 00:00:00',737290,116,37,0,2.4183006535948
'040078060','2018-08-18 00:05:00',737290.00347222,99,42,5,3.2191780821918
'040056210','2018-08-17 23:55:00',737289.99652778,112,23,0,1.7037037037037
'040056210','2018-08-18 00:00:00',737290,112,32,0,2.2222222222222
'040056210','2018-08-18 00:05:00',737290.00347222,87,44,0,3.3587786259542
'040078087','2018-08-18 01:25:00',737290.05902778,54,61,28,6.2237762237762
'040078087','2018-08-18 01:30:00',737290.0625,40,61,49,7.3333333333333
'040078087','2018-08-18 01:35:00',737290.06597222,26,70,55,8.2781456953642
'040082100','2018-08-18 01:25:00',737290.05902778,124,26,0,1.7333333333333
'040082100','2018-08-18 01:30:00',737290.0625,124,16,0,1.1428571428571
'040082100','2018-08-18 01:35:00',737290.06597222,73,67,0,4.7857142857143
'040077935','2018-08-18 01:20:00',737290.05555556,77,66,1,4.6527777777778
'040077935','2018-08-18 01:25:00',737290.05902778,84,66,0,4.4
'040077935','2018-08-18 01:30:00',737290.0625,106,44,0,2.9333333333333
'040078077','2018-08-18 01:25:00',737290.05902778,43,83,15,6.9503546099291
'040078077','2018-08-18 01:30:00',737290.0625,87,56,0,3.9160839160839
'040078077','2018-08-18 01:35:00',737290.06597222,71,66,13,5.2666666666667
'040079459','2018-08-18 01:25:00',737290.05902778,63,52,9,4.9193548387097
'040079459','2018-08-18 01:30:00',737290.0625,91,55,5,3.9735099337748
'040079459','2018-08-18 01:35:00',737290.06597222,104,43,1,2.972972972973
'040078036','2018-08-18 01:25:00',737290.05902778,47,63,28,6.5942028985507
'040078036','2018-08-18 01:30:00',737290.0625,107,43,0,2.8666666666667
'040078036','2018-08-18 01:35:00',737290.06597222,107,45,0,2.9605263157895
'040077945','2018-08-18 01:30:00',737290.0625,62,59,16,5.4744525547445
'040077945','2018-08-18 01:35:00',737290.06597222,83,66,1,4.4666666666667
'040077945','2018-08-18 01:40:00',737290.06944444,90,61,0,4.0397350993377
'040078052','2018-08-18 01:30:00',737290.0625,66,60,5,4.9618320610687
'040078052','2018-08-18 01:35:00',737290.06597222,61,81,7,5.9060402684564
'040078052','2018-08-18 01:40:00',737290.06944444,73,76,1,5.1333333333333
'040078084','2018-08-18 01:30:00',737290.0625,76,49,13,4.4927536231884
'040078084','2018-08-18 01:35:00',737290.06597222,113,35,2,2.4666666666667
'040078084','2018-08-18 01:40:00',737290.06944444,99,36,15,3.4
'040078058','2018-08-18 01:30:00',737290.0625,40,80,29,7.3154362416107
'040078058','2018-08-18 01:35:00',737290.06597222,61,72,16,5.9060402684564
'040078058','2018-08-18 01:40:00',737290.06944444,21,89,40,8.6
'040078043','2018-08-18 01:30:00',737290.0625,67,49,6,4.5081967213115
'040078043','2018-08-18 01:35:00',737290.06597222,69,62,20,5.4304635761589
'040078043','2018-08-18 01:40:00',737290.06944444,70,69,12,5.364238410596
'040078047','2018-08-18 01:30:00',737290.0625,80,40,0,3.3333333333333
'040078047','2018-08-18 01:35:00',737290.06597222,115,28,0,1.958041958042
'040078047','2018-08-18 01:40:00',737290.06944444,109,26,1,1.9852941176471
'040078060','2018-08-18 01:30:00',737290.0625,76,51,0,4.0157480314961
'040078060','2018-08-18 01:35:00',737290.06597222,58,69,3,5.5384615384615
'040078060','2018-08-18 01:40:00',737290.06944444,93,58,0,3.841059602649
'040056210','2018-08-18 01:30:00',737290.0625,106,37,0,2.5874125874126
'040056210','2018-08-18 01:35:00',737290.06597222,109,39,3,2.7814569536424
'040056210','2018-08-18 01:40:00',737290.06944444,115,33,0,2.2297297297297
'040078079','2018-08-18 01:30:00',737290.0625,47,63,39,6.8456375838926
'040078079','2018-08-18 01:35:00',737290.06597222,34,68,49,7.7483443708609
'040078079','2018-08-18 01:40:00',737290.06944444,57,73,3,5.7142857142857
'040078097','2018-08-18 01:40:00',737290.06944444,65,73,8,5.5479452054794
'040078097','2018-08-18 01:45:00',737290.07291667,57,71,14,5.9859154929577
'040078097','2018-08-18 01:50:00',737290.07638889,109,40,1,2.7333333333333
'040078097','2018-08-18 02:00:00',737290.08333333,154,22,5,1.4917127071823
'040078097','2018-08-18 02:10:00',737290.09027778,200,6,11,0.78341013824885
'040077970','2018-08-18 00:05:00',737290.00347222,35,73,16,7.1774193548387
'040077970','2018-08-18 00:10:00',737290.00694444,67,73,10,5.5333333333333
'040077970','2018-08-18 00:15:00',737290.01041667,92,44,14,3.8666666666667
'040078051','2018-08-18 00:05:00',737290.00347222,123,21,0,1.4583333333333
'040078051','2018-08-18 00:10:00',737290.00694444,76,62,12,4.9333333333333
'040078051','2018-08-18 00:15:00',737290.01041667,80,64,6,4.6666666666667
'040078077','2018-08-18 00:05:00',737290.00347222,75,52,0,4.0944881889764
'040078077','2018-08-18 00:10:00',737290.00694444,108,43,0,2.8476821192053
'040078077','2018-08-18 00:15:00',737290.01041667,100,49,0,3.2885906040268
'040078046','2018-08-18 00:05:00',737290.00347222,29,74,35,7.8985507246377
'040078046','2018-08-18 00:10:00',737290.00694444,37,49,65,7.5496688741722
'040078046','2018-08-18 00:15:00',737290.01041667,25,36,89,8.3333333333333
'040077950','2018-08-18 00:05:00',737290.00347222,39,55,30,6.8548387096774
'040077950','2018-08-18 00:10:00',737290.00694444,50,67,21,6.3768115942029
'040077950','2018-08-18 00:15:00',737290.01041667,48,88,15,6.8211920529801
'040078036','2018-08-18 00:05:00',737290.00347222,35,65,36,7.4264705882353
'040078036','2018-08-18 00:10:00',737290.00694444,20,93,37,8.6666666666667
'040078036','2018-08-18 00:15:00',737290.01041667,50,84,15,6.6442953020134
'040078087','2018-08-18 00:05:00',737290.00347222,52,71,4,5.9055118110236
'040078087','2018-08-18 00:10:00',737290.00694444,56,71,22,6.241610738255
'040078087','2018-08-18 00:15:00',737290.01041667,40,72,38,7.3333333333333
'040056330','2018-08-18 00:00:00',737290,84,62,0,4.2465753424657
'040056330','2018-08-18 00:05:00',737290.00347222,109,21,0,1.6153846153846
'040056330','2018-08-18 00:15:00',737290.01041667,132,18,0,1.2
'040079460','2018-08-18 00:05:00',737290.00347222,94,25,3,2.2950819672131
'040079460','2018-08-18 00:10:00',737290.00694444,82,67,3,4.6052631578947
'040079460','2018-08-18 00:15:00',737290.01041667,103,40,4,2.9931972789116
'040077973','2018-08-18 00:05:00',737290.00347222,73,61,5,4.7482014388489
'040077973','2018-08-18 00:10:00',737290.00694444,44,97,12,7.1241830065359
